From	To
ENSG00000198363	A0A087WW51
ENSG00000198363	A0A087X0J4
ENSG00000198363	A0A0A0MSK8
ENSG00000198363	E5RG29
ENSG00000198363	E5RG56
ENSG00000198363	E5RHJ2
ENSG00000198363	E5RHK2
ENSG00000198363	E5RJL3
ENSG00000198363	G3XAN5
ENSG00000198363	Q12797
ENSG00000198369	C9J623
ENSG00000198369	C9JG63
ENSG00000198369	H7C065
ENSG00000198369	H7C2T4
ENSG00000198369	H7C3Y6
ENSG00000198369	Q7Z698
ENSG00000198373	H3BPJ8
ENSG00000198373	H3BRX8
ENSG00000198373	H3BS79
ENSG00000198373	O00308
ENSG00000198380	Q06210
ENSG00000198382	E9PK00
ENSG00000198382	E9PR71
ENSG00000198382	H0YDD1
ENSG00000198382	Q9P2Y5
ENSG00000198393	F5GZ77
ENSG00000198393	F5H2P7
ENSG00000198393	F5H6R4
ENSG00000198393	P17031
ENSG00000198399	A0A087WVF7
ENSG00000198399	E7EPJ2
ENSG00000198399	F8W719
ENSG00000198399	H7BZD4
ENSG00000198399	H7C0L8
ENSG00000198399	H7C3E2
ENSG00000198399	Q9NZM3
ENSG00000198408	H7C3X0
ENSG00000198408	O60502
ENSG00000198417	H3BRY8
ENSG00000198417	P04733
ENSG00000198420	C9J648
ENSG00000198420	C9J9F4
ENSG00000198420	C9JD13
ENSG00000198420	C9K0E7
ENSG00000198420	Q9Y4C2
ENSG00000198431	A0A087WSW9
ENSG00000198431	A0A087WSY9
ENSG00000198431	A0A0B4J225
ENSG00000198431	A0A182DWI3
ENSG00000198431	E2QRB9
ENSG00000198431	E9PIR7
ENSG00000198431	E9PIZ5
ENSG00000198431	E9PJU2
ENSG00000198431	E9PKD3
ENSG00000198431	E9PKI4
ENSG00000198431	E9PLT3
ENSG00000198431	E9PQI3
ENSG00000198431	E9PRI8
ENSG00000198431	F8W809
ENSG00000198431	Q16881
ENSG00000198435	Q7Z6K4
ENSG00000198440	F5GZQ5
ENSG00000198440	I3L0C4
ENSG00000198440	Q96ND8
ENSG00000198453	A0A087WWI3
ENSG00000198453	A0A087WZ84
ENSG00000198453	A0A0C4DGP9
ENSG00000198453	C9JLX5
ENSG00000198453	C9JXQ5
ENSG00000198453	C9JZ58
ENSG00000198453	C9K0F2
ENSG00000198453	K7EKY2
ENSG00000198453	K7EL97
ENSG00000198453	K7ELK8
ENSG00000198453	Q3ZCX4
ENSG00000198455	P98169
ENSG00000198464	C9IZQ0
ENSG00000198464	F8WEZ9
ENSG00000198464	M0R367
ENSG00000198464	Q8WV37
ENSG00000198466	E7EP41
ENSG00000198466	Q96SQ5
ENSG00000198467	P07951
ENSG00000198467	Q5TCU3
ENSG00000198467	Q5TCU8
ENSG00000198467	U3KQK2
ENSG00000198478	Q9UJC5
ENSG00000198482	C9IZE3
ENSG00000198482	C9J0J5
ENSG00000198482	C9J871
ENSG00000198482	C9JVX0
ENSG00000198482	Q7Z749
ENSG00000198482	Q8N4W9
ENSG00000198483	F6XZD3
ENSG00000198483	Q8N283
ENSG00000198492	Q9Y5A9
ENSG00000198492	S4R3J8
ENSG00000198492	S4R3V3
ENSG00000198498	D6RA57
ENSG00000198498	D6RC31
ENSG00000198498	D6RE67
ENSG00000198498	H0Y9X1
ENSG00000198498	Q96EY4
ENSG00000198502	Q30154
ENSG00000198513	G3V321
ENSG00000198513	G3V334
ENSG00000198513	G3V4Y8
ENSG00000198513	G3V5T4
ENSG00000198513	H0YJ65
ENSG00000198513	H0YJA7
ENSG00000198513	Q8WXF7
ENSG00000198517	O60675
ENSG00000198521	A0A087WSW2
ENSG00000198521	M0QXI2
ENSG00000198521	M0QYJ6
ENSG00000198521	M0R0T7
ENSG00000198521	M0R3D5
ENSG00000198521	P17038
ENSG00000198522	F8WD09
ENSG00000198522	Q9HCN4
ENSG00000198523	P26678
ENSG00000198538	C9K0H3
ENSG00000198538	F8WBV3
ENSG00000198538	M0QXU3
ENSG00000198538	M0R0U4
ENSG00000198538	P17035
ENSG00000198546	Q8NB15
ENSG00000198551	K7EJ27
ENSG00000198551	K7EKY8
ENSG00000198551	K7ELG4
ENSG00000198551	Q7L945
ENSG00000198554	C9JYB3
ENSG00000198554	H3BSQ1
ENSG00000198554	O75717
ENSG00000198556	C9J3R7
ENSG00000198556	C9J487
ENSG00000198556	C9JUE3
ENSG00000198556	F8WEN0
ENSG00000198556	Q5FWF6
ENSG00000198561	C9JZR2
ENSG00000198561	E9PKL1
ENSG00000198561	E9PKY0
ENSG00000198561	E9PRE2
ENSG00000198561	H0YC95
ENSG00000198561	O60716
ENSG00000198563	A0A0A0MT12
ENSG00000198563	F6QYI9
ENSG00000198563	F6R6M7
ENSG00000198563	F6S2B7
ENSG00000198563	F6S4E6
ENSG00000198563	F6SXL5
ENSG00000198563	F6TRA5
ENSG00000198563	F6U6E2
ENSG00000198563	F6UJC5
ENSG00000198563	F6WLT2
ENSG00000198563	H0Y400
ENSG00000198563	H0YCC6
ENSG00000198563	Q13838
ENSG00000198563	Q5STU3
ENSG00000198574	O14796
ENSG00000198576	Q7LC44
ENSG00000198585	Q96DE0
ENSG00000198586	B3KRP1
ENSG00000198586	C9JWT6
ENSG00000198586	F8W7X8
ENSG00000198586	Q9UKI8
ENSG00000198589	E9PEM5
ENSG00000198589	H0Y9N9
ENSG00000198589	H0YA17
ENSG00000198589	H0YAC6
ENSG00000198589	P50851
ENSG00000198597	K7EJP8
ENSG00000198597	K7EKT4
ENSG00000198597	K7EQN6
ENSG00000198597	O15090
ENSG00000198598	F5GWR3
ENSG00000198598	F5GZA7
ENSG00000198598	F5H209
ENSG00000198598	F5H249
ENSG00000198598	F5H846
ENSG00000198598	F5H881
ENSG00000198598	Q9ULZ9
ENSG00000198604	A0A087WWN7
ENSG00000198604	H0YJ68
ENSG00000198604	H0YJ74
ENSG00000198604	H0YJP5
ENSG00000198604	Q9NRL2
ENSG00000198612	E9PGT6
ENSG00000198612	F8WEF2
ENSG00000198612	H7C3S9
ENSG00000198612	Q99627
ENSG00000198624	A6NI79
ENSG00000198624	E5RK59
ENSG00000198624	H0YB32
ENSG00000198624	H0YBY5
ENSG00000198625	A0A087WTR9
ENSG00000198625	A0A087WUE3
ENSG00000198625	A0A087WZ58
ENSG00000198625	O15151
ENSG00000198625	Q5T0Y2
ENSG00000198625	Q5T0Y3
ENSG00000198625	Q5T0Y4
ENSG00000198625	Q68DC0
ENSG00000198625	Q6MZR7
ENSG00000198626	H7BY35
ENSG00000198626	Q92736
ENSG00000198642	Q9P2J3
ENSG00000198646	A0A0D9SFT8
ENSG00000198646	F6M2K2
ENSG00000198646	F6M2K4
ENSG00000198646	Q14686
ENSG00000198648	Q9UEW8
ENSG00000198663	Q6UWU4
ENSG00000198668	E7ETZ0
ENSG00000198668	G3V226
ENSG00000198668	G3V361
ENSG00000198668	G3V479
ENSG00000198668	M0QZ52
ENSG00000198668	P62158
ENSG00000198668	Q96HY3
ENSG00000198673	A0A0C4DGI5
ENSG00000198673	F8VVD7
ENSG00000198673	F8VVF9
ENSG00000198673	F8VWB2
ENSG00000198673	F8VZY8
ENSG00000198673	Q8N3H0
ENSG00000198677	D6RCE2
ENSG00000198677	D6RDA0
ENSG00000198677	H0Y915
ENSG00000198677	H0Y964
ENSG00000198677	Q6PGP7
ENSG00000198680	Q2TAM9
ENSG00000198682	O95340
ENSG00000198689	A0A0D9SFM4
ENSG00000198689	A0A0D9SGH0
ENSG00000198689	A0A1B0GTT2
ENSG00000198689	A0A1B0GV11
ENSG00000198689	A0A1B0GW29
ENSG00000198689	Q92581
ENSG00000198690	H3BQ24
ENSG00000198690	H3BUK3
ENSG00000198690	Q9Y2M0
ENSG00000198695	P03923
ENSG00000198700	Q5SVH5
ENSG00000198700	Q96P70
ENSG00000198707	A0A0A0MS86
ENSG00000198707	F8VS29
ENSG00000198707	F8W097
ENSG00000198707	F8W0V9
ENSG00000198707	J3KNF5
ENSG00000198707	O15078
ENSG00000198707	S4R322
ENSG00000198712	P00403
ENSG00000198715	A0A087WV34
ENSG00000198715	A0A087X0W3
ENSG00000198715	Q8WWB7
ENSG00000198715	V9GXZ9
ENSG00000198715	V9GYX8
ENSG00000198715	V9GYY1
ENSG00000198715	V9GYZ8
ENSG00000198715	X6R6A3
ENSG00000198718	G3V3B1
ENSG00000198718	G3XAE9
ENSG00000198718	H0YIY7
ENSG00000198718	H0YJ89
ENSG00000198718	Q9Y4F4
ENSG00000198719	A0A0D9SF76
ENSG00000198719	O00548
ENSG00000198720	K7EKP0
ENSG00000198720	K7ENT0
ENSG00000198720	Q86YJ7
ENSG00000198721	A0A0C4DGA2
ENSG00000198721	C9JB63
ENSG00000198721	F1LLU7
ENSG00000198721	F8W6J1
ENSG00000198721	F8WAW4
ENSG00000198721	O75521
ENSG00000198722	A0A0U1RRB5
ENSG00000198722	A0A0U1RRL2
ENSG00000198722	A0A1B0GUS7
ENSG00000198722	A0A1B0GVW8
ENSG00000198722	B1AM27
ENSG00000198722	F8W8M9
ENSG00000198722	I6L9J0
ENSG00000198722	O14795
ENSG00000198727	P00156
ENSG00000198728	Q86U70
ENSG00000198729	Q8TAE6
ENSG00000198730	H0YCE8
ENSG00000198730	Q6PD62
ENSG00000198732	Q9H4F8
ENSG00000198734	A0A0A0MRJ7
ENSG00000198734	P12259
ENSG00000198736	A0A087WXE3
ENSG00000198736	A8MYR2
ENSG00000198736	H3BS64
ENSG00000198736	H3BTT6
ENSG00000198736	Q9NZV6
ENSG00000198739	Q86VH5
ENSG00000198740	D6RF85
ENSG00000198740	Q9Y2D9
ENSG00000198742	Q9HCE7
ENSG00000198743	P53794
ENSG00000198746	H0Y5H5
ENSG00000198746	Q5JYG5
ENSG00000198746	Q96I76
ENSG00000198752	A0A0U1RRC3
ENSG00000198752	H0YLY0
ENSG00000198752	Q9Y5S2
ENSG00000198753	H7BZV5
ENSG00000198753	H7C0P4
ENSG00000198753	H7C3L0
ENSG00000198753	Q9ULL4
ENSG00000198754	Q9BYC2
ENSG00000198755	P62906
ENSG00000198756	Q5SXQ3
ENSG00000198756	Q5SXQ5
ENSG00000198756	Q8IYK4
ENSG00000198763	P03891
ENSG00000198771	B7ZKW8
ENSG00000198771	F6T4W9
ENSG00000198771	Q6JBY9
ENSG00000198774	O75901
ENSG00000198780	D6R953
ENSG00000198780	D6RB01
ENSG00000198780	D6RC41
ENSG00000198780	D6RFI5
ENSG00000198780	Q9Y6X4
ENSG00000198783	J3QQQ3
ENSG00000198783	Q96NB3
ENSG00000198785	Q8TCU5
ENSG00000198786	P03915
ENSG00000198791	E5RGA8
ENSG00000198791	E5RGH2
ENSG00000198791	E5RHV9
ENSG00000198791	E5RJE0
ENSG00000198791	H0YAV9
ENSG00000198791	H0YBT3
ENSG00000198791	Q9UIV1
ENSG00000198792	A0A0J9YYJ3
ENSG00000198792	F2Z397
ENSG00000198792	F8WCD4
ENSG00000198792	Q9Y519
ENSG00000198793	B1AKP8
ENSG00000198793	B1AKQ2
ENSG00000198793	P42345
ENSG00000198794	H3BMY4
ENSG00000198794	H3BNB3
ENSG00000198794	H3BNH7
ENSG00000198794	H3BNW6
ENSG00000198794	H3BP89
ENSG00000198794	H3BS22
ENSG00000198794	H3BT30
ENSG00000198794	H3BTD1
ENSG00000198794	H3BU33
ENSG00000198794	Q8TAC9
ENSG00000198795	H7BYU6
ENSG00000198795	J3KSZ4
ENSG00000198795	J3KT07
ENSG00000198795	J3KTI4
ENSG00000198795	J3QQI2
ENSG00000198795	J3QRW6
ENSG00000198795	Q96K83
ENSG00000198797	Q9C0B6
ENSG00000198799	O94898
ENSG00000198804	P00395
ENSG00000198805	G3V2H3
ENSG00000198805	G3V393
ENSG00000198805	G3V5M2
ENSG00000198805	P00491
ENSG00000198814	A6NP46
ENSG00000198814	F8WBI8
ENSG00000198814	F8WC39
ENSG00000198814	F8WDA9
ENSG00000198814	F8WF44
ENSG00000198814	H7BYD2
ENSG00000198814	H7C2A0
ENSG00000198814	H7C5F6
ENSG00000198814	P32189
ENSG00000198815	C9JVP0
ENSG00000198815	C9JXI1
ENSG00000198815	F6VXT0
ENSG00000198815	H7C1Y6
ENSG00000198815	Q9UPW0
ENSG00000198816	M0R2S5
ENSG00000198816	Q9NW07
ENSG00000198818	Q8WV19
ENSG00000198822	C9J2I2
ENSG00000198822	C9JIT1
ENSG00000198822	C9JUH9
ENSG00000198822	Q14832
ENSG00000198824	Q96JM3
ENSG00000198824	S4R3K0
ENSG00000198825	A0A0J9YVW6
ENSG00000198825	A0A0J9YWP2
ENSG00000198825	A0A0J9YY79
ENSG00000198825	A0A0J9YYL5
ENSG00000198825	A0A1B0GUS5
ENSG00000198825	Q9Y2H2
ENSG00000198826	H3BQ41
ENSG00000198826	H3BR51
ENSG00000198826	Q6P4F7
ENSG00000198830	P05204
ENSG00000198832	A0A087WWF1
ENSG00000198832	Q8WWX9
ENSG00000198833	Q9Y385
ENSG00000198835	Q5T442
ENSG00000198836	A8MXB6
ENSG00000198836	C9JMB8
ENSG00000198836	C9JY58
ENSG00000198836	E5KLJ5
ENSG00000198836	E5KLJ6
ENSG00000198836	E5KLJ9
ENSG00000198836	E5KLK1
ENSG00000198836	H7C141
ENSG00000198836	H7C321
ENSG00000198836	H7C3G2
ENSG00000198836	O60313
ENSG00000198837	E9PAK5
ENSG00000198837	H0YEF0
ENSG00000198837	O75064
ENSG00000198838	A0A087X080
ENSG00000198838	A0A0U1RR21
ENSG00000198838	A0A0U1RR54
ENSG00000198838	A0A0U1RRH1
ENSG00000198838	A0A0X1KG73
ENSG00000198838	A0A1B0GTF2
ENSG00000198838	A0A1B0GTT7
ENSG00000198838	A0A1B0GU27
ENSG00000198838	A0A1B0GUB0
ENSG00000198838	A0A1B0GVA9
ENSG00000198838	A0A1B0GVS2
ENSG00000198838	Q15413
ENSG00000198839	C9J3B6
ENSG00000198839	C9JH62
ENSG00000198839	E7EW13
ENSG00000198839	F8WBE4
ENSG00000198839	G5E9M4
ENSG00000198839	H7C460
ENSG00000198839	Q9NRM2
ENSG00000198840	P03897
ENSG00000198841	Q96EK9
ENSG00000198843	A0A087WVA1
ENSG00000198843	F8WBD0
ENSG00000198843	P62341
ENSG00000198843	Q6IAK0
ENSG00000198846	O94900
ENSG00000198853	Q8N2Y8
ENSG00000198855	F8VZ74
ENSG00000198855	H0YIR6
ENSG00000198855	J3KP49
ENSG00000198855	Q9BVA6
ENSG00000198856	A0A087WUD3
ENSG00000198856	Q9NRP0
ENSG00000198858	K7EIG9
ENSG00000198858	K7EN78
ENSG00000198858	K7ER32
ENSG00000198858	Q96D70
ENSG00000198860	E9PPN1
ENSG00000198860	F2Z3M0
ENSG00000198860	H0YCV5
ENSG00000198860	Q8WW01
ENSG00000198862	H7BYG8
ENSG00000198862	O94822
ENSG00000198862	S4R3T2
ENSG00000198863	K7EQS2
ENSG00000198863	Q96C34
ENSG00000198865	Q4G0S7
ENSG00000198870	Q8NE28
ENSG00000198873	P34947
ENSG00000198874	A0A087WUV9
ENSG00000198874	C9J9Q4
ENSG00000198874	Q9NV66
ENSG00000198876	Q5T6F0
ENSG00000198876	X6RBJ8
ENSG00000198876	X6RL26
ENSG00000198879	Q5T980
ENSG00000198879	Q5T981
ENSG00000198879	Q5VUG0
ENSG00000198883	C9J4L3
ENSG00000198883	Q96PV4
ENSG00000198886	P03905
ENSG00000198887	Q8IY18
ENSG00000198888	P03886
ENSG00000198890	Q96LA8
ENSG00000198892	Q96DD7
ENSG00000198894	G3V310
ENSG00000198894	G3V3Y7
ENSG00000198894	G3V405
ENSG00000198894	G3V4V0
ENSG00000198894	G3V5J4
ENSG00000198894	G3V5Y7
ENSG00000198894	Q9C0C6
ENSG00000198898	A0A0D9SET8
ENSG00000198898	C9J7V0
ENSG00000198898	C9JCZ4
ENSG00000198898	C9JUG7
ENSG00000198898	F8W9N7
ENSG00000198898	F8WED3
ENSG00000198898	P47755
ENSG00000198899	P00846
ENSG00000198900	P11387
ENSG00000198901	G3V3N7
ENSG00000198901	H0YL53
ENSG00000198901	H0YLA0
ENSG00000198901	H0YM42
ENSG00000198901	H0YNE4
ENSG00000198901	H3BSJ8
ENSG00000198901	O43663
ENSG00000198908	Q6PI77
ENSG00000198909	J3KRN4
ENSG00000198909	J3KTC4
ENSG00000198909	J3QRB6
ENSG00000198909	J3QS19
ENSG00000198909	J3QS54
ENSG00000198909	Q99759
ENSG00000198910	E7EMY4
ENSG00000198910	E7EPI4
ENSG00000198910	E7EVM4
ENSG00000198910	E9PHJ4
ENSG00000198910	H0Y5C3
ENSG00000198910	H3BLW5
ENSG00000198910	P32004
ENSG00000198911	A0A087X1T2
ENSG00000198911	G3V0I8
ENSG00000198911	H0Y7E5
ENSG00000198911	Q12772
ENSG00000198912	Q8IYL3
ENSG00000198914	P20264
ENSG00000198915	H7BYA3
ENSG00000198915	Q8N9B8
ENSG00000198917	Q5T280
ENSG00000198917	R4GNG4
ENSG00000198918	P62891
ENSG00000198919	C9J702
ENSG00000198919	C9J9M8
ENSG00000198919	C9JRX4
ENSG00000198919	Q86Y13
ENSG00000198920	F6SFD5
ENSG00000198920	I3L0P7
ENSG00000198920	I3L1P2
ENSG00000198920	I3L2A7
ENSG00000198920	I3L341
ENSG00000198920	I3L3Y0
ENSG00000198920	Q2KHM9
ENSG00000198924	Q6PJP8
ENSG00000198925	C9IYZ9
ENSG00000198925	C9JD65
ENSG00000198925	C9JDK4
ENSG00000198925	C9JFV2
ENSG00000198925	C9JKV7
ENSG00000198925	C9JS65
ENSG00000198925	C9JX27
ENSG00000198925	C9JXG2
ENSG00000198925	F2Z3I6
ENSG00000198925	H7C152
ENSG00000198925	H7C1G6
ENSG00000198925	Q7Z3C6
ENSG00000198929	E9PIP8
ENSG00000198929	E9PSG0
ENSG00000198929	O75052
ENSG00000198931	H3BQB1
ENSG00000198931	H3BQF1
ENSG00000198931	H3BQZ9
ENSG00000198931	H3BSW3
ENSG00000198931	P07741
ENSG00000198932	Q5JY77
ENSG00000198933	A7MCY6
ENSG00000198933	F5H1U4
ENSG00000198933	J3KS71
ENSG00000198934	Q9HCI5
ENSG00000198937	Q9P0B6
ENSG00000198938	P00414
ENSG00000198939	A0A1D5RMT2
ENSG00000198939	E5RJD3
ENSG00000198939	Q6ZN57
ENSG00000198944	Q2M3V2
ENSG00000198945	E9PI01
ENSG00000198945	E9PLL7
ENSG00000198945	Q96JM7
ENSG00000198947	A0A075B6G3
ENSG00000198947	A0A087WTU7
ENSG00000198947	A0A087WV90
ENSG00000198947	A0A0B4J1W6
ENSG00000198947	A0A0C4DH61
ENSG00000198947	E7EQR9
ENSG00000198947	E7EQS5
ENSG00000198947	E7ESB2
ENSG00000198947	E9PDN5
ENSG00000198947	F5GZY3
ENSG00000198947	F8VX32
ENSG00000198947	H0Y304
ENSG00000198947	H0Y3E8
ENSG00000198947	H0Y864
ENSG00000198947	P11532
ENSG00000198947	Q14172
ENSG00000198947	Q14174
ENSG00000198947	Q4G0X0
ENSG00000198948	D6R9L7
ENSG00000198948	D6RAB5
ENSG00000198948	D6RCC0
ENSG00000198948	D6RCF0
ENSG00000198948	D6RDM6
ENSG00000198948	D6RGZ8
ENSG00000198948	O75121
ENSG00000198951	P17050
ENSG00000198952	Q9UPR3
ENSG00000198954	A0A0D9SFK7
ENSG00000198954	A0A1B0GTE2
ENSG00000198954	A0A1B0GTE6
ENSG00000198954	A0A1B0GTX3
ENSG00000198954	A0A1B0GU96
ENSG00000198954	A0A1B0GUA3
ENSG00000198954	A0A1B0GUH6
ENSG00000198954	A0A1B0GV79
ENSG00000198954	A0A1B0GVY9
ENSG00000198954	A0A1B0GW21
ENSG00000198954	Q96EK5
ENSG00000198959	A2A299
ENSG00000198959	A2A2A0
ENSG00000198959	P21980
ENSG00000198960	Q7L4S7
ENSG00000198961	O43164
ENSG00000198963	Q92753
ENSG00000198964	C0MHM2
ENSG00000198964	D3DWC4
ENSG00000198964	E6ZCI6
ENSG00000198964	R4GNI5
ENSG00000198964	U3KQ11
ENSG00000203485	A0A0A0MQU1
ENSG00000203485	Q27J81
ENSG00000203485	Q8WYS3
ENSG00000203666	H0Y588
ENSG00000203666	H0Y6F0
ENSG00000203666	H0YHT5
ENSG00000203666	H7BY53
ENSG00000203666	Q5VUJ9
ENSG00000203667	Q5RI15
ENSG00000203668	A0A1B0GUK6
ENSG00000203668	A0A1B0GVA4
ENSG00000203668	A0A1B0GVX9
ENSG00000203668	P26374
ENSG00000203685	F8WD64
ENSG00000203685	Q69YW2
ENSG00000203705	E9PP81
ENSG00000203705	E9PPF0
ENSG00000203705	E9PQP8
ENSG00000203705	E9PRA1
ENSG00000203705	H0YCC7
ENSG00000203705	H0YCN0
ENSG00000203705	H0YD82
ENSG00000203705	Q17R31
ENSG00000203705	U3KQ29
ENSG00000203724	H7C0U6
ENSG00000203724	Q5VUE5
ENSG00000203727	H3BS43
ENSG00000203727	Q5TGI4
ENSG00000203747	C9JC71
ENSG00000203747	H0Y755
ENSG00000203747	M9MML0
ENSG00000203747	P08637
ENSG00000203756	Q5VVB8
ENSG00000203760	A0A0A0MRK5
ENSG00000203760	Q5EE01
ENSG00000203772	Q5BIV9
ENSG00000203778	Q4G0N7
ENSG00000203780	A0A1B0GX87
ENSG00000203780	A6NH44
ENSG00000203780	A6NKD7
ENSG00000203780	A6NP17
ENSG00000203780	C9JD80
ENSG00000203780	H7C3M3
ENSG00000203780	Q8TC84
ENSG00000203791	G3V238
ENSG00000203791	M0QZ67
ENSG00000203791	Q5JPI9
ENSG00000203797	F2Z2E0
ENSG00000203797	Q99489
ENSG00000203805	A0A0A0MSZ0
ENSG00000203805	Q5VZY2
ENSG00000203805	X6R787
ENSG00000203814	Q5QNW6
ENSG00000203877	Q5TAB7
ENSG00000203879	F8WCU0
ENSG00000203879	F8WE59
ENSG00000203879	G5E9U5
ENSG00000203879	P31150
ENSG00000203880	F8W9F3
ENSG00000203880	Q9NV79
ENSG00000203880	V9GYG6
ENSG00000203880	V9GYL1
ENSG00000203880	V9GYZ4
ENSG00000203880	V9GYZ7
ENSG00000203880	V9GZ41
ENSG00000203883	P35713
ENSG00000203910	Q5VVC0
ENSG00000203910	X6R7K4
ENSG00000203943	H7BZX5
ENSG00000203943	Q5VXD3
ENSG00000203950	Q9BWD3
ENSG00000203952	A6NGH7
ENSG00000203965	A8K855
ENSG00000204052	Q5JTD7
ENSG00000204060	A6NCE0
ENSG00000204060	A8MYZ6
ENSG00000204065	Q5H9L2
ENSG00000204070	E7ETM6
ENSG00000204070	F8WB21
ENSG00000204070	Q5QPU8
ENSG00000204070	Q8N2H4
ENSG00000204071	Q6IPX3
ENSG00000204084	B1ARF3
ENSG00000204084	E7ESY0
ENSG00000204084	P32019
ENSG00000204103	Q9Y5Q3
ENSG00000204104	H7BZ10
ENSG00000204104	Q8TDR0
ENSG00000204116	B7Z4S5
ENSG00000204116	Q5VXU3
ENSG00000204116	R4GN46
ENSG00000204120	B8ZZD2
ENSG00000204120	C9IYH5
ENSG00000204120	C9J0V6
ENSG00000204120	C9J1A6
ENSG00000204120	C9J7G1
ENSG00000204120	C9JC65
ENSG00000204120	C9JH18
ENSG00000204120	C9JH78
ENSG00000204120	C9JHT0
ENSG00000204120	C9JHW1
ENSG00000204120	C9JPV7
ENSG00000204120	C9JRZ2
ENSG00000204120	C9JW88
ENSG00000204120	C9JXQ0
ENSG00000204120	C9JZC0
ENSG00000204120	E7ESB6
ENSG00000204120	F8WBF1
ENSG00000204120	F8WCD5
ENSG00000204120	I1E4Y6
ENSG00000204120	Q6Y7W6
ENSG00000204128	A6NCS6
ENSG00000204130	H0YD93
ENSG00000204130	Q5TC51
ENSG00000204130	Q8WXA3
ENSG00000204130	S4R3P2
ENSG00000204130	X6R3F0
ENSG00000204138	A0A0J9YVR0
ENSG00000204138	A0A0J9YWV8
ENSG00000204138	A0A0J9YY52
ENSG00000204138	Q8IZ21
ENSG00000204147	P0C7U1
ENSG00000204149	A0A087X0I8
ENSG00000204149	Q5VW22
ENSG00000204152	B4DDK6
ENSG00000204152	M0QZG8
ENSG00000204152	Q5SRD1
ENSG00000204152	S4R2X5
ENSG00000204160	E9PJS3
ENSG00000204160	H0YEN1
ENSG00000204160	Q9NUE0
ENSG00000204161	A0A0A0MRR9
ENSG00000204161	G3V182
ENSG00000204161	Q5T290
ENSG00000204161	Q5T292
ENSG00000204176	D6RF99
ENSG00000204176	H3BLX3
ENSG00000204176	Q9BQS2
ENSG00000204176	X6R8R1
ENSG00000204178	Q8N5G2
ENSG00000204179	A0A0A0MSU6
ENSG00000204179	D6RC68
ENSG00000204179	D6RF36
ENSG00000204179	Q4JDK3
ENSG00000204179	Q4JDL3
ENSG00000204179	Q5T1G4
ENSG00000204186	N0DVX5
ENSG00000204186	Q9HCK1
ENSG00000204209	A2AB94
ENSG00000204209	Q4VX54
ENSG00000204209	Q5STR5
ENSG00000204209	Q9UER7
ENSG00000204217	Q13873
ENSG00000204219	O75764
ENSG00000204219	S4R3M9
ENSG00000204219	S4R419
ENSG00000204220	A2AB88
ENSG00000204220	O15212
ENSG00000204227	Q06587
ENSG00000204228	Q92506
ENSG00000204231	E9PK75
ENSG00000204231	P28702
ENSG00000204237	I3L208
ENSG00000204237	I3L247
ENSG00000204237	Q5BKU9
ENSG00000204248	A0A0C4DFS1
ENSG00000204248	A2AAS7
ENSG00000204248	H0YIS1
ENSG00000204248	P13942
ENSG00000204248	Q4VXY6
ENSG00000204252	F6WU08
ENSG00000204252	P06340
ENSG00000204256	E9PIQ3
ENSG00000204256	E9PKQ9
ENSG00000204256	H0Y6K2
ENSG00000204256	H0Y799
ENSG00000204256	H0YDJ7
ENSG00000204256	J3QR72
ENSG00000204256	P25440
ENSG00000204256	U3KPW0
ENSG00000204256	U3KQA6
ENSG00000204257	A2AAT8
ENSG00000204257	F6S093
ENSG00000204257	H0Y732
ENSG00000204257	P28067
ENSG00000204257	Q5SP00
ENSG00000204262	A0A087WYX9
ENSG00000204262	P05997
ENSG00000204264	P28062
ENSG00000204264	Q5JNW7
ENSG00000204267	A0A087WYD6
ENSG00000204267	Q03519
ENSG00000204271	Q5JUX0
ENSG00000204272	A0A0U1RR68
ENSG00000204272	A0A0U1RRE5
ENSG00000204278	A6NFC5
ENSG00000204278	K7EMB0
ENSG00000204287	P01903
ENSG00000204287	Q30118
ENSG00000204301	Q99466
ENSG00000204304	P40425
ENSG00000204305	A8MS87
ENSG00000204305	B5A982
ENSG00000204305	C0IP14
ENSG00000204305	Q15109
ENSG00000204305	Q3L1R2
ENSG00000204305	Q5SSZ2
ENSG00000204305	Q5SSZ3
ENSG00000204308	Q99942
ENSG00000204310	Q99943
ENSG00000204311	H7C1C3
ENSG00000204311	H7C3A9
ENSG00000204311	Q0ZLH3
ENSG00000204314	A2ABC7
ENSG00000204314	Q99946
ENSG00000204315	Q9UIM3
ENSG00000204316	Q96DV4
ENSG00000204323	Q71RC9
ENSG00000204334	A1L162
ENSG00000204344	C9J6S8
ENSG00000204344	H0YAS4
ENSG00000204344	P49842
ENSG00000204348	F8WC68
ENSG00000204348	H7C5D2
ENSG00000204348	O77932
ENSG00000204351	B4E0B4
ENSG00000204351	F8WDE8
ENSG00000204351	H7C4L3
ENSG00000204351	H7C5N0
ENSG00000204351	Q15477
ENSG00000204356	A0A0A0MSN9
ENSG00000204356	A0A0A0MT02
ENSG00000204356	A2ABK4
ENSG00000204356	E7ENC7
ENSG00000204356	E7EWR7
ENSG00000204356	E9PD43
ENSG00000204356	P18615
ENSG00000204366	Q9Y330
ENSG00000204370	E9PK73
ENSG00000204370	G3V173
ENSG00000204370	H0YD41
ENSG00000204370	H0YD96
ENSG00000204370	O14521
ENSG00000204371	A2ABF8
ENSG00000204371	A2ABF9
